customer_id,tenure_months,monthly_spend,plan_type,num_complaints,auto_pay,contract_type,region,support_calls,last_login_days,discount_applied,total_charges,churned
10330,21.0,414.8,basic,2.0,True,monthly,West,2.0,56.0,no,7201.0,1
10331,57.0,739.4,standard,1.0,True,monthly,West,1.0,12.0,no,41913.67,0
10332,57.0,,basic,3.0,True,monthly,East,3.0,43.0,yes,12937.1,0
10333,48.0,473.84,basic,0.0,True,annual,North,1.0,23.0,no,23128.5,0
10334,51.0,1176.06,premium,2.0,True,monthly,North,2.0,53.0,yes,58030.1,0
10335,41.0,365.38,basic,0.0,True,monthly,North,1.0,46.0,no,16249.85,0
10336,69.0,691.97,standard,1.0,False,annual,South,2.0,,yes,48751.38,0
10337,14.0,279.72,basic,1.0,True,monthly,West,2.0,36.0,no,4183.43,1
10338,53.0,621.18,standard,2.0,True,biennial,,5.0,6.0,yes,32612.22,0
10339,59.0,210.49,basic,2.0,True,biennial,East,3.0,7.0,no,13135.22,0
10340,7.0,1029.16,premium,1.0,True,monthly,North,3.0,22.0,no,7532.83,0
10341,52.0,547.6,standard,0.0,True,monthly,West,3.0,13.0,no,29427.22,0
10342,59.0,259.29,basic,0.0,True,monthly,East,0.0,3.0,no,15175.66,1
10343,4.0,332.56,basic,0.0,True,annual,,1.0,20.0,yes,1148.77,0
10344,67.0,150.0,basic,2.0,False,monthly,South,2.0,60.0,,11127.74,0
10345,5.0,728.88,standard,1.0,False,annual,West,2.0,45.0,yes,4278.06,1
10346,46.0,157.21,basic,1.0,True,annual,West,2.0,9.0,no,7057.65,1
10347,54.0,1306.78,premium,0.0,False,monthly,North,0.0,21.0,yes,70933.96,0
10348,39.0,351.2,basic,0.0,False,monthly,South,1.0,29.0,,13881.61,1
10349,51.0,393.04,basic,2.0,True,annual,South,3.0,29.0,no,20512.24,0
10350,15.0,520.47,standard,0.0,False,monthly,West,2.0,59.0,no,9076.5,0
10351,12.0,750.36,standard,1.0,False,annual,North,2.0,15.0,yes,8654.45,0
10352,29.0,367.31,basic,3.0,True,monthly,East,3.0,10.0,no,10007.44,0
10353,18.0,434.29,basic,2.0,True,annual,West,4.0,21.0,no,8091.01,0
10354,16.0,292.12,basic,1.0,True,biennial,South,5.0,28.0,no,4137.37,0
10355,62.0,553.74,standard,1.0,True,biennial,East,1.0,24.0,no,33420.96,1
10356,18.0,813.94,standard,3.0,False,monthly,North,4.0,57.0,no,15644.47,0
10357,57.0,587.7,standard,3.0,True,monthly,South,3.0,13.0,no,33211.69,1
10358,54.0,1127.64,premium,0.0,False,annual,East,0.0,13.0,yes,59024.5,1
10359,61.0,1125.42,premium,1.0,False,,West,1.0,1.0,no,69498.04,0
10360,22.0,539.57,standard,1.0,True,monthly,South,3.0,53.0,yes,11432.39,0
10361,8.0,1404.71,premium,0.0,False,biennial,North,0.0,12.0,no,11815.51,0
10362,11.0,370.45,basic,1.0,True,monthly,South,1.0,2.0,no,5158.39,1
10363,0.0,429.09,basic,0.0,True,,West,0.0,29.0,no,618.74,1
10364,57.0,241.88,basic,3.0,False,monthly,North,3.0,17.0,no,11751.68,1
10365,0.0,403.62,basic,1.0,True,annual,West,3.0,53.0,no,0.0,0
10366,33.0,771.25,,0.0,True,annual,East,0.0,35.0,no,24778.84,0
10367,47.0,1126.44,premium,0.0,False,monthly,South,0.0,20.0,no,52885.82,0
10368,0.0,275.1,basic,,False,monthly,West,3.0,52.0,no,,1
10369,15.0,318.33,basic,2.0,True,monthly,East,2.0,18.0,yes,5066.28,0
10370,60.0,580.51,standard,0.0,False,annual,North,0.0,15.0,yes,37447.87,0
10371,63.0,1074.51,premium,3.0,False,monthly,North,5.0,27.0,yes,66202.7,1
10372,62.0,286.24,basic,1.0,True,biennial,East,2.0,3.0,no,17868.17,0
10373,68.0,676.16,standard,0.0,True,monthly,East,1.0,50.0,no,45533.41,0
10374,21.0,341.4,basic,1.0,False,biennial,North,1.0,54.0,yes,7404.04,1
10375,66.0,294.4,basic,1.0,True,monthly,West,2.0,14.0,no,21182.07,1
10376,25.0,1274.58,premium,2.0,True,annual,East,3.0,,no,33679.41,0
10377,15.0,1389.97,premium,1.0,True,monthly,West,2.0,47.0,no,20904.01,0
10378,50.0,354.13,basic,1.0,False,monthly,North,3.0,46.0,no,18568.01,0
10379,56.0,1155.66,premium,0.0,True,biennial,West,1.0,15.0,yes,64932.51,0
10380,28.0,652.63,standard,1.0,True,biennial,West,1.0,53.0,yes,17198.35,0
10381,68.0,,premium,2.0,True,,East,3.0,19.0,yes,84324.12,0
10382,46.0,567.68,standard,1.0,False,annual,West,1.0,32.0,yes,25608.17,0
10383,61.0,538.67,standard,3.0,True,annual,West,3.0,16.0,yes,32796.1,0
10384,68.0,621.27,standard,1.0,True,biennial,West,3.0,4.0,no,41394.27,0
10385,15.0,624.4,standard,2.0,False,monthly,North,3.0,,yes,9521.15,0
10386,47.0,463.04,basic,3.0,True,monthly,North,,57.0,yes,22068.53,0
10387,38.0,376.06,basic,1.0,False,monthly,South,4.0,38.0,yes,14994.53,1
10388,32.0,320.43,basic,2.0,False,monthly,North,3.0,12.0,no,10563.62,0
10389,22.0,889.14,standard,0.0,False,biennial,North,1.0,43.0,no,21195.69,0
10390,,476.25,basic,1.0,True,monthly,South,2.0,35.0,no,,0
10391,68.0,670.7,standard,0.0,False,monthly,South,0.0,29.0,yes,45203.07,0
10392,33.0,1271.74,premium,0.0,False,annual,East,3.0,56.0,no,42937.49,0
10393,51.0,,basic,1.0,False,annual,East,2.0,3.0,yes,22569.68,0
10394,9.0,584.93,standard,1.0,True,monthly,North,1.0,22.0,yes,6260.49,0
10395,18.0,328.96,basic,0.0,False,monthly,West,0.0,20.0,no,6638.6,0
10396,57.0,930.13,premium,2.0,True,biennial,East,2.0,20.0,no,51195.55,0
10397,0.0,376.41,basic,1.0,True,monthly,East,1.0,5.0,no,0.0,0
10398,68.0,606.61,standard,0.0,True,annual,North,0.0,23.0,no,40837.38,0
10399,3.0,1010.24,premium,0.0,False,annual,West,0.0,46.0,no,4417.91,1
10400,15.0,1333.07,premium,0.0,True,monthly,South,0.0,52.0,yes,19265.44,0
10401,23.0,549.15,standard,4.0,True,biennial,South,5.0,30.0,no,12545.08,0
10402,1.0,731.17,standard,2.0,False,annual,North,3.0,18.0,yes,1571.45,0
10403,31.0,659.69,standard,2.0,,monthly,North,3.0,37.0,no,19674.69,0
10404,23.0,1120.85,premium,1.0,True,annual,West,1.0,11.0,yes,26058.64,0
10405,11.0,769.5,standard,3.0,True,annual,North,3.0,13.0,no,8613.27,0
10406,49.0,367.97,basic,3.0,True,annual,North,4.0,49.0,no,18907.64,0
10407,34.0,1032.26,premium,1.0,False,biennial,North,3.0,59.0,,35755.69,0
10408,32.0,760.36,,2.0,False,monthly,West,3.0,11.0,yes,24958.81,0
10409,32.0,672.18,standard,0.0,True,monthly,North,1.0,55.0,yes,21710.55,1
10410,60.0,198.44,basic,3.0,False,monthly,East,5.0,55.0,yes,10230.44,1
10411,50.0,664.87,standard,0.0,True,monthly,West,0.0,14.0,no,33383.16,0
10412,42.0,343.36,basic,2.0,True,monthly,East,3.0,18.0,no,14476.42,0
10413,11.0,625.48,standard,1.0,True,biennial,West,1.0,27.0,no,7646.82,0
10414,66.0,251.43,basic,0.0,True,annual,East,0.0,39.0,yes,,0
10415,64.0,557.51,standard,1.0,True,annual,West,1.0,40.0,no,35722.44,1
10416,32.0,1209.46,premium,3.0,True,annual,South,5.0,4.0,yes,38776.08,0
10417,39.0,353.84,basic,1.0,True,annual,North,5.0,4.0,yes,13087.21,0
10418,42.0,824.24,premium,,True,monthly,North,0.0,5.0,no,33464.8,1
10419,43.0,316.1,basic,3.0,True,biennial,West,4.0,22.0,no,13974.84,0
10420,28.0,977.84,premium,0.0,True,monthly,East,3.0,2.0,yes,28387.28,0
10421,12.0,794.3,standard,0.0,False,biennial,South,0.0,36.0,yes,8906.69,0
10422,11.0,688.06,,2.0,False,annual,East,2.0,32.0,no,7350.89,0
10423,45.0,644.5,standard,1.0,True,monthly,North,2.0,42.0,yes,29832.05,0
10424,1.0,1078.32,,1.0,False,annual,North,4.0,57.0,no,2005.03,1
10425,34.0,393.9,basic,1.0,False,monthly,East,2.0,20.0,no,13624.03,0
10426,7.0,303.51,basic,1.0,True,monthly,West,3.0,19.0,no,2538.77,1
10427,25.0,565.19,standard,3.0,True,annual,West,3.0,0.0,yes,14661.8,0
10428,33.0,1145.73,premium,1.0,False,monthly,East,2.0,38.0,yes,38520.12,1
10429,6.0,717.15,standard,2.0,True,monthly,North,3.0,46.0,no,3231.48,1
10430,67.0,552.38,standard,0.0,False,biennial,East,2.0,16.0,no,38926.67,0
10431,57.0,273.08,basic,2.0,False,annual,North,4.0,28.0,yes,15839.56,0
10432,28.0,,premium,1.0,False,biennial,East,3.0,7.0,yes,41786.79,0
10433,35.0,461.4,basic,0.0,False,annual,West,1.0,25.0,yes,15387.2,0
10434,20.0,713.81,standard,1.0,True,monthly,South,1.0,27.0,no,14090.3,1
10435,35.0,368.57,basic,2.0,True,monthly,North,2.0,33.0,no,13276.93,0
10436,9.0,253.75,basic,1.0,False,annual,South,1.0,25.0,no,479.34,0
10437,72.0,349.49,,1.0,True,biennial,West,2.0,12.0,no,24262.14,0
10438,23.0,474.98,basic,1.0,False,monthly,East,1.0,43.0,no,10199.25,1
10439,63.0,579.21,standard,1.0,False,biennial,West,,36.0,no,35211.59,1
10440,48.0,333.4,basic,0.0,False,biennial,South,3.0,12.0,yes,16109.28,1
10441,35.0,400.29,basic,1.0,True,annual,West,1.0,37.0,yes,13936.07,0
10442,23.0,248.45,basic,1.0,True,biennial,West,1.0,24.0,yes,7138.06,0
10443,22.0,294.35,,1.0,True,monthly,East,3.0,46.0,no,5355.02,1
10444,61.0,263.26,basic,1.0,True,biennial,South,1.0,22.0,no,16293.61,0
10445,36.0,387.57,basic,1.0,False,annual,South,1.0,21.0,no,13072.43,0
10446,11.0,579.25,standard,2.0,False,monthly,South,3.0,20.0,yes,4654.61,1
10447,54.0,621.88,standard,1.0,False,biennial,North,2.0,53.0,yes,34169.32,0
10448,12.0,746.89,standard,1.0,True,monthly,West,,29.0,yes,9633.28,0
10449,22.0,614.79,standard,2.0,True,monthly,South,2.0,10.0,no,14077.5,1
10450,29.0,311.07,basic,1.0,False,annual,West,1.0,3.0,yes,7704.53,0
10451,16.0,1234.34,premium,2.0,True,monthly,East,2.0,32.0,yes,19833.03,0
10452,,795.0,standard,0.0,True,monthly,East,0.0,46.0,no,49092.36,0
10453,12.0,786.98,standard,1.0,False,annual,North,1.0,11.0,yes,10395.92,0
10454,58.0,224.69,basic,0.0,False,monthly,North,0.0,8.0,no,13660.31,0
10455,18.0,242.47,basic,1.0,True,monthly,East,1.0,31.0,yes,5329.59,0
10456,,221.74,basic,2.0,False,monthly,South,3.0,10.0,no,11710.9,0
10457,11.0,369.8,basic,0.0,True,monthly,East,2.0,36.0,no,4172.67,0
10458,60.0,718.84,standard,1.0,False,annual,West,2.0,23.0,no,43628.93,1
10459,18.0,467.41,standard,2.0,True,annual,North,5.0,6.0,no,,0
10460,8.0,859.61,standard,1.0,True,biennial,North,1.0,7.0,no,7267.01,0
10461,70.0,,standard,2.0,False,annual,East,2.0,32.0,no,47133.7,0
10462,27.0,1489.65,premium,1.0,True,monthly,South,3.0,24.0,no,41095.05,0
10463,51.0,488.71,standard,1.0,False,biennial,South,,0.0,no,24291.76,0
10464,15.0,1088.16,premium,1.0,False,annual,West,3.0,2.0,yes,15016.4,0
10465,68.0,460.3,basic,0.0,False,annual,North,1.0,39.0,no,31319.71,0
10466,11.0,250.41,basic,0.0,False,annual,East,3.0,27.0,yes,1573.38,0
10467,24.0,293.19,basic,0.0,True,biennial,East,0.0,42.0,no,7119.69,1
10468,51.0,716.51,standard,0.0,False,,North,0.0,32.0,no,36534.61,0
10469,52.0,1653.78,premium,2.0,True,monthly,East,3.0,45.0,no,87297.47,0
10470,22.0,352.61,basic,0.0,True,annual,North,1.0,0.0,yes,8262.48,0
10471,15.0,1449.72,premium,2.0,False,monthly,South,2.0,37.0,no,22723.74,1
10472,56.0,334.85,basic,0.0,True,monthly,South,0.0,52.0,yes,18262.01,0
10473,38.0,1053.3,,0.0,True,monthly,East,2.0,26.0,no,41555.07,0
10474,52.0,508.67,basic,0.0,True,monthly,South,0.0,37.0,yes,27344.49,0
10475,41.0,393.94,basic,0.0,False,monthly,South,1.0,34.0,no,16578.98,1
10476,57.0,584.22,standard,1.0,False,monthly,West,3.0,9.0,yes,31493.98,0
10477,38.0,285.59,basic,1.0,True,annual,North,2.0,11.0,yes,12031.16,0
10478,13.0,426.63,basic,3.0,True,annual,North,6.0,9.0,no,7319.53,1
10479,4.0,412.34,basic,1.0,False,biennial,East,2.0,53.0,no,1660.65,0
10480,34.0,1073.28,premium,2.0,True,monthly,North,3.0,33.0,yes,36523.27,0
10481,17.0,364.83,standard,2.0,True,annual,,2.0,23.0,no,5685.43,0
10482,8.0,317.57,basic,0.0,True,biennial,East,0.0,27.0,yes,908.82,0
10483,57.0,626.27,standard,0.0,True,monthly,East,2.0,,no,35135.3,0
10484,16.0,672.69,,1.0,True,annual,North,2.0,44.0,no,12422.46,0
10485,6.0,382.72,basic,,False,annual,South,,15.0,yes,3375.33,1
10486,45.0,243.96,basic,1.0,True,monthly,South,2.0,12.0,no,10205.49,0
10487,12.0,305.94,basic,1.0,False,biennial,South,2.0,35.0,yes,3092.89,0
10488,39.0,267.9,basic,,False,annual,South,2.0,35.0,no,12583.18,0
10489,41.0,771.61,standard,0.0,False,monthly,West,1.0,42.0,no,30615.85,0
10490,8.0,385.51,basic,2.0,True,monthly,East,2.0,22.0,no,2368.65,0
10491,49.0,715.64,standard,2.0,True,monthly,South,4.0,13.0,yes,34636.78,0
10492,26.0,658.26,standard,0.0,True,monthly,,2.0,31.0,yes,15756.75,1
10493,65.0,451.25,basic,1.0,False,monthly,East,2.0,2.0,yes,28793.74,0
10494,4.0,721.57,standard,1.0,True,monthly,,2.0,26.0,no,2363.97,1
10495,,311.71,basic,1.0,True,monthly,North,1.0,18.0,no,7825.63,1
10496,36.0,575.56,premium,1.0,True,biennial,,3.0,21.0,no,22048.13,0
10497,37.0,453.49,standard,0.0,True,monthly,East,1.0,56.0,no,15612.3,0
10498,,1291.51,,0.0,True,monthly,South,1.0,0.0,yes,8898.64,0
10499,64.0,688.3,standard,0.0,True,monthly,East,1.0,4.0,yes,43174.2,1
10500,16.0,383.81,basic,0.0,True,monthly,South,2.0,48.0,yes,5930.99,0
10501,70.0,609.95,standard,0.0,True,monthly,West,1.0,32.0,yes,41773.04,0
10502,44.0,1246.32,premium,1.0,True,monthly,South,3.0,50.0,yes,54913.97,1
10503,,555.28,standard,1.0,False,monthly,West,1.0,18.0,no,1987.3,0
10504,35.0,1246.38,premium,1.0,True,annual,East,2.0,35.0,yes,45025.48,0
10505,69.0,1306.51,premium,0.0,True,biennial,East,1.0,50.0,yes,89560.6,0
10506,30.0,150.0,basic,1.0,True,monthly,South,2.0,5.0,no,6117.83,0
10507,18.0,291.48,basic,3.0,True,monthly,East,5.0,59.0,yes,4439.66,1
10508,60.0,611.19,standard,1.0,False,annual,South,2.0,14.0,no,36433.38,0
10509,53.0,267.61,basic,1.0,True,annual,East,1.0,35.0,yes,15948.07,0
10510,38.0,1326.04,premium,0.0,False,monthly,North,1.0,55.0,no,53292.46,0
10511,18.0,965.13,premium,1.0,False,biennial,South,4.0,32.0,no,19058.28,0
10512,38.0,415.64,basic,1.0,False,annual,West,2.0,23.0,yes,15570.73,0
10513,66.0,329.86,basic,1.0,True,monthly,North,1.0,26.0,no,22285.64,0
10514,44.0,582.06,standard,1.0,True,annual,West,2.0,48.0,no,26293.28,0
10515,12.0,265.02,basic,1.0,False,biennial,East,2.0,10.0,no,3525.66,0
10516,57.0,850.54,premium,2.0,True,annual,North,3.0,48.0,yes,47472.93,0
10517,19.0,419.09,basic,2.0,False,monthly,East,3.0,22.0,no,8197.29,0
10518,71.0,967.4,standard,1.0,False,monthly,South,1.0,32.0,no,68179.55,1
10519,60.0,313.18,basic,2.0,False,monthly,,2.0,40.0,no,17822.39,1
10520,38.0,492.54,standard,0.0,True,monthly,East,0.0,45.0,yes,18405.15,1
10521,0.0,710.33,standard,1.0,False,annual,West,2.0,46.0,yes,1025.66,0
10522,2.0,608.2,standard,1.0,False,annual,West,1.0,55.0,yes,2217.78,0
10523,61.0,,basic,2.0,False,annual,East,3.0,28.0,yes,18176.0,0
10524,62.0,721.48,standard,2.0,True,biennial,South,2.0,30.0,yes,44653.15,0
10525,24.0,1357.08,premium,0.0,True,monthly,West,0.0,0.0,yes,33373.85,0
10526,55.0,380.65,basic,0.0,True,biennial,East,,33.0,yes,21006.62,0
10527,32.0,388.42,basic,0.0,True,annual,South,1.0,17.0,yes,12810.99,0
10528,37.0,304.45,basic,1.0,True,monthly,East,,17.0,no,11342.62,1
10529,5.0,583.51,standard,0.0,False,annual,South,2.0,5.0,yes,3120.28,0
10530,57.0,841.9,standard,1.0,True,monthly,West,2.0,51.0,yes,46909.28,1
10531,43.0,794.12,standard,1.0,False,annual,North,1.0,39.0,yes,34269.49,0
10532,44.0,413.43,basic,0.0,True,monthly,East,0.0,0.0,no,19618.78,1
10533,31.0,427.63,basic,1.0,True,monthly,West,1.0,46.0,no,13425.52,1
10534,44.0,683.84,standard,3.0,True,annual,East,5.0,41.0,no,29255.21,0
10535,60.0,669.17,standard,3.0,True,annual,,7.0,29.0,yes,41626.73,0
10536,46.0,988.98,premium,0.0,False,monthly,South,4.0,3.0,no,46214.45,1
10537,20.0,165.27,basic,0.0,True,monthly,East,1.0,31.0,no,4073.03,1
10538,35.0,521.6,standard,1.0,True,monthly,South,1.0,9.0,yes,18996.52,0
10539,18.0,436.56,basic,1.0,True,annual,West,1.0,42.0,no,6731.71,1
10540,19.0,429.64,basic,1.0,False,biennial,East,2.0,4.0,no,8810.96,0
10541,56.0,668.87,standard,1.0,True,biennial,West,2.0,8.0,no,38841.35,0
10542,,650.75,,1.0,True,monthly,North,2.0,4.0,no,10582.55,0
10543,46.0,1107.53,premium,3.0,True,annual,West,5.0,,no,49017.77,1
10544,48.0,423.93,basic,1.0,True,monthly,East,2.0,10.0,yes,20714.21,0
10545,13.0,316.19,,1.0,True,annual,North,3.0,34.0,no,4143.22,0
10546,14.0,615.96,standard,3.0,False,monthly,South,4.0,26.0,yes,7075.82,1
10547,30.0,814.17,standard,0.0,True,monthly,North,2.0,3.0,no,25030.48,0
10548,0.0,393.2,basic,0.0,True,annual,East,3.0,9.0,yes,923.49,0
10549,53.0,246.07,basic,1.0,True,monthly,East,2.0,38.0,no,11575.57,0
10550,2.0,252.22,basic,0.0,True,annual,West,0.0,32.0,yes,2393.75,0
10551,15.0,1106.97,premium,1.0,True,annual,South,,58.0,no,17355.67,0
10552,56.0,425.0,basic,0.0,False,monthly,East,1.0,37.0,yes,21909.74,0
10553,11.0,400.69,basic,0.0,False,monthly,East,1.0,7.0,yes,5226.45,0
10554,15.0,357.04,basic,0.0,False,biennial,South,0.0,48.0,no,6145.43,1
10555,71.0,158.7,basic,3.0,False,annual,South,5.0,23.0,yes,12682.71,0
10556,23.0,344.01,basic,0.0,True,monthly,West,2.0,38.0,no,7288.35,0
10557,27.0,482.37,standard,2.0,True,monthly,North,3.0,32.0,yes,13857.29,0
10558,7.0,307.22,basic,4.0,True,annual,South,5.0,40.0,no,1913.89,0
10559,35.0,883.19,premium,0.0,True,annual,East,0.0,42.0,yes,30355.17,0
10560,7.0,465.55,basic,1.0,True,monthly,South,2.0,18.0,yes,2393.84,0
10561,57.0,455.43,standard,2.0,True,,East,2.0,,no,24056.37,1
10562,59.0,1211.28,premium,2.0,False,biennial,West,3.0,54.0,no,72005.94,0
10563,49.0,723.78,standard,1.0,False,annual,North,3.0,10.0,yes,35192.17,0
10564,27.0,863.44,standard,0.0,False,biennial,West,1.0,34.0,no,20582.76,0
10565,40.0,365.46,basic,1.0,False,annual,South,4.0,16.0,yes,14693.76,0
10566,63.0,455.57,basic,0.0,True,biennial,East,0.0,41.0,yes,29858.76,0
10567,26.0,618.54,standard,0.0,True,monthly,South,2.0,60.0,no,14775.05,0
10568,62.0,1125.73,premium,2.0,False,annual,South,2.0,2.0,yes,69082.66,1
10569,16.0,602.22,standard,2.0,True,monthly,,3.0,21.0,no,10076.44,0
10570,72.0,576.57,standard,2.0,True,annual,South,3.0,34.0,no,38954.16,0
10571,32.0,867.14,standard,1.0,True,monthly,North,1.0,20.0,no,27214.8,0
10572,28.0,473.09,standard,1.0,True,,East,2.0,24.0,no,13593.13,1
10573,12.0,270.29,basic,2.0,True,biennial,South,2.0,38.0,yes,2682.36,0
10574,45.0,664.35,standard,0.0,True,,East,1.0,1.0,yes,28597.74,0
10575,34.0,1216.94,premium,2.0,True,monthly,North,2.0,0.0,yes,40125.87,0
10576,5.0,269.03,basic,1.0,False,annual,East,1.0,6.0,yes,0.0,1
10577,68.0,769.27,standard,3.0,True,monthly,East,6.0,19.0,no,51677.32,0
10578,46.0,414.79,basic,1.0,True,monthly,North,2.0,42.0,no,20137.0,1
10579,24.0,657.7,standard,2.0,True,annual,South,5.0,54.0,no,18146.69,0
10580,65.0,,basic,2.0,True,monthly,,3.0,5.0,no,26801.23,0
10581,9.0,543.05,standard,1.0,False,biennial,West,2.0,54.0,yes,5655.7,0
10582,55.0,642.58,,0.0,False,monthly,East,0.0,35.0,no,34401.08,1
10583,29.0,355.58,,1.0,False,annual,,2.0,50.0,,8220.17,1
10584,4.0,904.47,standard,0.0,True,annual,West,0.0,59.0,no,5469.49,1
10585,,719.53,standard,1.0,True,monthly,,4.0,20.0,yes,22429.86,1
10586,64.0,906.72,premium,2.0,True,monthly,East,2.0,50.0,no,58748.79,1
10587,17.0,449.98,basic,0.0,,annual,North,1.0,45.0,no,7808.12,0
10588,48.0,228.79,basic,2.0,True,annual,South,4.0,34.0,no,11976.51,1
10589,10.0,447.42,basic,1.0,True,,South,1.0,35.0,no,5428.3,0
10590,25.0,894.17,,1.0,True,monthly,North,2.0,7.0,no,22631.98,0
10591,62.0,1199.36,premium,0.0,False,monthly,East,1.0,49.0,no,74748.1,1
10592,58.0,697.0,standard,0.0,True,monthly,South,1.0,3.0,no,41638.58,0
10593,26.0,1019.15,premium,3.0,False,monthly,East,5.0,42.0,yes,26088.21,1
10594,48.0,597.35,standard,1.0,True,monthly,East,2.0,15.0,no,30228.41,0
10595,32.0,667.32,standard,1.0,True,annual,East,3.0,2.0,no,20646.38,0
10596,0.0,297.41,basic,1.0,False,annual,North,2.0,6.0,no,373.99,1
10597,20.0,581.34,standard,1.0,False,biennial,East,1.0,1.0,no,12255.98,0
10598,54.0,336.93,basic,1.0,True,annual,East,3.0,0.0,no,16565.13,0
10599,5.0,1110.07,premium,1.0,True,biennial,West,2.0,57.0,no,6932.2,0
10600,68.0,560.09,standard,1.0,True,annual,West,1.0,0.0,yes,38562.02,0
10601,4.0,712.71,standard,1.0,True,annual,West,2.0,,yes,6151.81,1
10602,2.0,441.73,basic,3.0,False,biennial,South,4.0,50.0,no,2964.15,1
10603,52.0,255.16,basic,2.0,False,annual,South,2.0,6.0,no,13257.42,1
10604,22.0,391.68,basic,1.0,False,,,2.0,23.0,no,10402.55,1
10605,52.0,471.63,basic,0.0,True,annual,North,1.0,4.0,no,25372.1,1
10606,36.0,310.42,basic,0.0,True,biennial,North,0.0,20.0,no,11406.23,0
10607,16.0,1032.17,premium,0.0,True,annual,West,3.0,27.0,yes,14855.36,0
10608,72.0,661.29,standard,4.0,False,annual,South,,17.0,no,46189.34,0
10609,0.0,309.43,basic,3.0,False,annual,South,5.0,23.0,yes,313.8,1
10610,50.0,216.52,basic,3.0,True,biennial,North,4.0,57.0,no,10330.64,1
10611,44.0,243.73,basic,0.0,True,monthly,East,2.0,31.0,no,10949.31,1
10612,3.0,791.91,standard,,,annual,North,1.0,44.0,no,3748.1,1
10613,61.0,637.12,standard,3.0,True,monthly,East,3.0,32.0,no,39729.28,1
10614,64.0,1390.93,premium,2.0,False,annual,South,2.0,9.0,no,88323.23,0
10615,31.0,878.4,,2.0,True,annual,South,3.0,8.0,no,,1
10616,33.0,1038.1,premium,1.0,True,monthly,West,1.0,48.0,no,33343.25,1
10617,71.0,923.1,premium,2.0,True,monthly,South,3.0,32.0,yes,64397.86,1
10618,38.0,217.1,basic,0.0,False,annual,East,0.0,32.0,no,8631.44,0
10619,25.0,721.62,premium,1.0,True,monthly,North,1.0,6.0,no,17226.0,0
10620,33.0,296.98,basic,0.0,False,monthly,West,0.0,3.0,no,9158.49,0
10621,53.0,1089.63,premium,1.0,False,annual,East,3.0,27.0,no,58744.36,1
10622,,339.76,basic,1.0,False,monthly,North,2.0,22.0,yes,1337.15,0
10623,49.0,1529.91,premium,1.0,True,monthly,North,2.0,52.0,yes,74593.78,1
10624,11.0,1466.7,premium,0.0,,,North,0.0,31.0,no,14508.6,0
10625,64.0,949.82,premium,0.0,True,monthly,South,1.0,43.0,yes,60053.32,1
10626,53.0,788.07,standard,2.0,True,monthly,North,2.0,15.0,no,43709.79,0
10627,4.0,343.33,basic,3.0,True,annual,South,4.0,45.0,yes,2339.86,1
10628,56.0,364.86,basic,1.0,True,annual,North,1.0,54.0,no,21855.75,0
10629,16.0,365.79,basic,2.0,True,biennial,North,2.0,9.0,,6108.66,0
10630,46.0,284.98,basic,0.0,False,biennial,South,1.0,13.0,no,12758.03,0
10631,22.0,553.19,standard,0.0,True,annual,South,0.0,38.0,no,13075.37,0
10632,13.0,449.82,basic,2.0,False,monthly,East,3.0,35.0,yes,7129.5,0
10633,65.0,1232.45,premium,1.0,False,monthly,North,2.0,33.0,yes,79629.51,0
10634,50.0,672.5,standard,1.0,False,,South,1.0,23.0,no,32911.8,0
10635,37.0,1088.61,premium,1.0,False,monthly,East,2.0,17.0,no,38757.31,0
10636,63.0,424.08,basic,2.0,False,annual,East,2.0,15.0,yes,25978.61,0
10637,37.0,964.93,premium,2.0,False,annual,South,3.0,40.0,no,36371.33,0
10638,49.0,1331.06,premium,1.0,,monthly,,1.0,36.0,no,64625.68,1
10639,29.0,638.56,standard,3.0,True,annual,East,,40.0,no,19449.97,0
10640,50.0,700.03,standard,1.0,True,monthly,North,3.0,24.0,no,36968.67,1
10641,62.0,695.84,standard,1.0,,monthly,North,,7.0,no,43166.9,0
10642,51.0,407.98,,0.0,True,annual,East,0.0,23.0,,20790.71,0
10643,37.0,713.73,,1.0,True,monthly,South,3.0,,no,26956.62,0
10644,29.0,485.63,basic,0.0,True,monthly,North,0.0,47.0,yes,13508.87,0
10645,50.0,353.5,basic,3.0,True,monthly,West,3.0,29.0,no,,1
10646,4.0,329.53,basic,1.0,True,monthly,South,4.0,19.0,no,700.61,1
10647,28.0,323.83,basic,0.0,False,annual,East,1.0,17.0,no,7921.66,0
10648,3.0,220.12,basic,1.0,True,biennial,West,2.0,3.0,no,1560.15,0
10649,9.0,341.22,basic,0.0,False,monthly,North,1.0,47.0,no,2574.4,1
10650,55.0,1060.23,premium,0.0,True,monthly,South,1.0,35.0,yes,59424.04,0
10651,16.0,589.84,standard,0.0,False,annual,West,2.0,5.0,no,9966.72,1
10652,16.0,1166.49,premium,0.0,False,biennial,South,1.0,2.0,no,18641.06,1
10653,68.0,280.85,basic,1.0,False,monthly,North,2.0,17.0,,19907.43,0
10654,33.0,,basic,0.0,False,monthly,South,0.0,46.0,no,10234.63,0
10655,5.0,663.13,standard,0.0,True,annual,West,1.0,39.0,no,2535.25,1
10656,52.0,365.17,basic,2.0,False,annual,South,3.0,17.0,no,19702.44,1
10657,65.0,221.56,basic,2.0,False,monthly,,3.0,55.0,no,12205.73,0
